"","likeCount","Comments","Author"
"5500","1","gak guna lu anjing  ya babi 
gua se lo ganteng
ps gua bukan hode bngst","Fikal AAM"
"5501","0","memang gila haters mu kau ini ganteng","[RDS] SHADOW"
"5502","0","hello anak slb itu tidak idiot mereka adalah orang orang yg paling istimewa","zakky zahky"
"5503","1","kan ada sesar","rendy miracle_boy"
"5504","0","chanel familie friendly sedunia woowwwwwww emenjink","danil kofa"
"5505","0","wik wik wik wik wik wik ih ih ih ah ah ah bau memek","Rasyid Ramadhan"
"5506","0","bang kalo di semua video mohon bang jangan ada bahasa kasarnya bannyak anak yang udah pada tau lu bang bisa g bang mohon bahasanya boleh di sopanin gak mohon bang","zulham cuk"
"5507","0","hi tll","Komang Yoga"
"5508","51","iklan menit gk gw skip anjink","DANANG RAHMAN"
"5509","0","lucu memek ngilu","aporinus lafau"
"5510","0","lanjutan eksperimen masak masak dong chef nos","Ali Baba"
"5511","0","haters itu hanya baik ketika ada video","Terngakak Kimaks"
"5512","0","wow","ITSZULSTYLE"
"5513","0","terus semangat bang","Keefa Arda"
"5514","1","v haters","Alzaldirafaa_"
"5515","0","ngentot wkwkwk","Anggi s Saputra"
"5516","0","semangat bang erick","yudha irawan"
"5517","0","woi kontol masalah lo ama atap gimana","Azeyki Gaming"
"5518","0","moba entodlu mana rick","PENOBAR CINTA"
"5519","0","perut apa roti sobek","Kota Serang"
"5520","0","gua gak fans arap atao ericko yg penting gua bisa terhibur ngakak anjinkkk kontol sumpah seru maju terus rick","pande wahyu"
"5521","2","bang ericko selalu semangat yang penting lu masih punya rasa kebaikan bang","Arden Furious"
"5522","0","bang lain kali bikin konten yang bayank bacot nya 
semakin banyak lebih baik","Rizal Krisna"
"5523","1","heters is fucking crazy","STRONG MAGIC"
"5525","0","bang kasih tau bocoran youtube rewind dong bang","Alfian Daniel"
"5526","0","jangan pernah merasa jelek kerena banyak yg ngebully lu itu ciri khas lu klw lu berubah lu bukan ericko lagi p","Im not Pro"
"5527","0","trigerrnah merasa jelek kerena banyak yg ngebully lu itu ciri khas lu klw lu berubah lu bukan ericko lagi p","Alfar 6072"
"5528","0","sabar bang","Bambang Triyono"
"5529","0","kekonyolan lu yang bikin gua betah nonton channel lu bang wkwkwk tpi jangan terlalu ketololan juga","Ibnu Hmzh"
"5530","0","trus berkarya bang lim dan gue mau tanya filthyrick nya mana","Verga Zonx"
"5531","0","ahhhh baumemek","Famyouz Tamvans"
"5532","0","gara gara toxic erik jadi subcriber wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk","bayu gaming"
"5533","0","tetep semangat aja rick keep charming stay focus and still going at this channel","fake trojan"
"5534","3","banggalah jika loe kena komen hatters 
krna hattars bisa bikn lo trkenal and kaya","Hadi Wibowo"
"5535","1","bang bisaa ubah sikapnyaa yah supaya chanel nya makin berkembang","What the fuck"
"5536","2","bang gua udah kelewat detik gabisa subscribe nih tambahin dong waktunya menit kek gitu","THE RYAN"
"5537","11","i love erickolim","ridho saputra"
"5538","0","hahah tetap berkarya aja anjing gk ush dengar haters","Ahmad Mujiburr"
"5539","0","muka lonte aja","Ratomi Noval"
"5540","0","kagk usah di pikirin bang haters itu bang berkarya aja terus bang gua terhibur kok ","Fian Dragneel"
"5541","0","haha mantap","bima ekaprr"
"5542","0","salah pas dibikin apa salah pas di didik mas","Abyan Zaidaan"
"5543","0","ngakak anjing","Player Noob"
"5544","0","i feel so good when i hear the intro","Ryan Fatkhurrohman"
"5545","1","bantu subs dong aku pemula nanti aku subsback coment aj dilapak aku","dimasnx gaming"
"5546","0","erick gua gak hinaya gue lihat perutlu agak gemuk pasti kont lmu kecilkan jujur","MASTER CRAFT"
"5547","0","gw dapet iklan k ndom sutra njer 
awto skip gw","Vanz CH"
"5548","0","gw dulu sedikit benci sama lu bisa dibilang haters v tpi gw lama lama suka anjay sama kata kata toxic lu kata katamu itu menghiburku","Retaf Prakoso"
"5549","0","intro lejen kembali v","Quillen SG"
"5550","3","lo laki kan rik","Eko Pratama"
"5551","0","kebanyakan iklan kentod","patur tv"
"5552","0","tetep aku support in bang eriko lim biarkan mereka bilang apa yg penting tetap semangat dan buat channel yg lucu lagi abaikan yg menghina dan menjelek an biar mereka dapat karma  semangat terus bang lim aku support inkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk","Nino Globo Indo TV"
"5553","0","sipat aslinya mungkin tidak seperti itu kaya di youtube semua urang cunya cara masing masing agak di tonton banyak urang","Rizki Ariadi"
"5554","0","yang main growtopia v like coomenct ini","SerbaBit 03"
"5555","0","aneuk harem kah haaa buy aneuk okma bangsat anjing kaaah haaa aseeeeee makkkah fuck","TN papiloma"
"5556","0","gw paling suka kalo lu pake intro yang begituan wakakak","Delut Cille"
"5557","0","tidak suka","Hendrik Winata"
"5558","0","bang ps bgt gw lagi bahas globalisasi","Haris Syauqi"
"5559","0","bang like baaaaaaaaaang","Yuri Naomi"
"5561","1","buat apa gak skip iklan ngabisin kuota doang","Azeyki Gaming"
"5562","0","jadi gini 
haters duit y njink v","Deni Ridho"
"5563","0","eric gua suka sama lu lu bisa bikin gua ketawa","Idan Komarudin"
"5564","1","klo gk jahat namanya fans bang","Gua Gila Anjeng"
"5565","0","kalo subscriber mah pasti bukan haters ya kali youtube kyk ig harus follow subscribe dulu biar bisa liat postingan video","Arya Riswa"
"5566","0","bukan haters kalo subscribe","King Jorgun"
"5567","0","bukan tpi","shandy Fauzan"
"5568","0","rikes gaming lu dahh tobat","yahya bin Husain"
"5569","1","lu punya ig ngga njing ericko lim give away di ig ada bngst","syhrl days"
"5570","1","bct anjink kalo ga suka ga usah nnton anjink","Iin yb14"
"5571","0","biasa ego","shandy Fauzan"
"5572","0","emng harus goblok","Muhammad Dwi Seftiyan"
"5573","0","pansih anjink","Adinda Adit"
"5574","0","memek bacot","Saverance OT"
"5575","0","memek lu","Bori Kun"
"5576","0","ngakak bilang aja lu mau di like erik","Bori Kun"
"5577","1","bilang aja mau di like ericko memek lu","daniel juniko"
"5578","0","ajajajajaj di katain kontol","Rai Suryaqqq"
"5579","0","makin banyak haters makin bantak yang nonton dah share biar tambah di hate kan bagus bang biar banyak yang nonton kwkwkwk","OI.madelsneek aja"
"5580","1","loe mirip pink guy anjing bangsad","Monses TV"
"5581","0","hiyaaaaaaaa","Satria Rakha"
"5582","0","emang lu ngentot goblok awas tu di ss pas lu meggang memek lu sendiri viral nnti","Perjuangan New"
"5583","0","lanjut kan saja bang jgn hiraukan bocah yg cuma bisa ngebully","DETU GAMING"
"5584","1","botakin katanya jt subs pengen botak","Qweodhgdb Jdjdbwohc"
"5585","0","bang 
muka lu kok kek manusia idup ya","Rifan 80"
"5586","0","soapers ras teratas rapstronout kontol","Adam Saputra"
"5587","0","erick is ganteng","R 40"
"5588","1","omaiwa mo sindayo cengiiing","Muhammad Syafii Nurullah"
"5589","0","banyak yg iri bang tapi nambah duit lu klo banyak haters","Dani Chanel"
"5590","0","buat haters anjing klo ga suka y jgn nge gas ngentot","Ataus Salam"
"5591","0","biar ja bang mereka mereka engak tau perjuangan lo bang tetap berkarya dgn video video lo yang bisa membuat orang tersenyum nghina dan menjelek an biar mereka dapat karma  semangat terus bang lim aku support inkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk","Kazuto Kirigaya"
"5592","0","semangat bang bikin konten yg unfaedah justru itu yg gw suka dari video video lu","bocah geming"
"5593","0","diss haters rick","Haekal 4K"
"5594","22","intro legend is backnten yg unfaedah justru itu yg gw suka dari video video lu","Armanda Rizky"
"5595","2","terus berkarya ya kontol","F4kEfRienD GT"
"5596","0","f for erckontol wkwkwkwk","ALFIAN ROBIT NADIFI MASYHUDI"
"5597","0","lu ngomong aja kontal kontol satu video biar bikin ketawa wkwkwkwk","Leo Nardo"
"5598","0","mantapp gw ngakak liatnyal satu video biar bikin ketawa wkwkwkwk","Akhdan Yusuf Aditya"
"5599","2","kenapa orang pada mau jadi haters cuma nambahin dosa doang","Faris Ikhsan"
"5600","1","sayang","Gracela Aprianata"
"5601","1","ngapain lu kontol gk punya id buat lagu dengan coment coment heters dijamin virall","raditya gndra"
"5602","0","mereka ngiri u banyak karena yutub u jt subscribe","Jason Forsthe"
"5603","0","i love this intro","Azura Gaming"
"5604","0","gue suka rik komen komen haters lu tolol nya pemberian tuhan langsung","farhan lullail"
"5605","0","enakan erik yg dulu beda klo skrng udh gjls cuman toxic gjls","Yo x"
"5606","1","dulu beda klo skrng udh gjls cuman toxic gjls","Faris Ikhsan"
"5607","0","sekarang aku demen coli setelah melihat video video ericko lim 
thankyou  virall","Demas Wahyu"
"5608","3","anti skip skip club","Aziz Exocrist"
"5609","0","kontol kontol kontol","Leo Nardo"
"5610","0","bang bikin review mobil lu dong bang","PardeVlog"
"5611","0","anjing bangsat tai biji kontol bangsat","Riky naruto"
"5612","1","ikut komen","RQ grown"
"5613","0","kapan review mobil lu bang","PardeVlog"
"5614","0","haters kok mirip anjik","Angga Jailani"
"5615","0","cintai yakultmu minum usus setiap harii","Kevin Abi Pratama"
"5616","0","knapa nggak anjink 
wkwkwkwkwkk","Jos Mardim"
"5617","0","bng tepati janji jt subs botak","Siti Rani"
"5618","0","maju terus broo gw ska gaya lue gw suka konten loe ttep berkarya","Fachri Al Buchory"
"5619","0","ato gw ngehina lu aja biar masuk video lu","dmardjati _"
"5620","0","anjing lu rik ngakak gua vvvv","ND kurnia"
"5621","0","haha lu rik ngakak gua vvvv","febriana madeayu"
"5622","0","wowowowo erikonolimitpros","Made Maryawan"
"5623","18","kwkwkwkw haters mah gatau aslinya si erik haters kntl emng","Nuno Fauzan"
"5624","0","bang gw saranin lu hapus channel aj wkwkwq nyindir yaa","RianLebah official"
"5625","1","g gw saranin lu hapus channel aj wkwkwq nyindir yaa","Lokids kids"
"5626","2","awas adegan 
napa ga di sensor ajg","JUNIOR GAMING"
"5627","0","bang gua mau kasih kata rahasia 
kontol","Leo Nardo"
"5628","0","intro jess wkwk","Rizky GAMING"
"5629","0","gw heran sama haters giliran memihak erikolim aja dibilang bocah what kek nya gk nyadar lo aja gk bisa apa dari pada dia semangat terus berkaya bang jangan dengerin kata haters","DEMONS GAMING"
"5630","0","jt subs mana kuat tahun ini","Dhit Ramadhani"
"5631","0","haters anjing lo kagak pernah sekolah ya hargailah karya orang lain mau kagak kalo lo para haters buat channel gak dihargai goblok haters","gaming game"
"5632","0","dia bukan para soapers anjing makanya dia bacot doang","Salman AlFarisi"
"5633","0","adsense yang sangat mantap","Amrl Dff"
"5634","0","hidup kdamng sangat tidak adil","Zea Kano"
"5635","0","kontool lu","Agus Fiani"
"5636","0","gw salah satu subcriber setia lu rik santai aja kalo ada iklan pasti gw skip gangu baget soalnya","Kuro gami"
"5637","0","wkwkwk v","EZ GodFIN"
"5638","0","gw mau nanya jink 
mana sih subcriber lu yang gak suka luh sih 
kalo gak suka ngapain di subcribe bego 
 pikirkan lagi","Arflon G"
"5639","0","autis lu yaa","Widya Style"
"5640","1","bang gua muslim jdi jangan pake toxic bales jwabah tdi kalo mau berantem sini goblok","ahmad fadilah"
"5641","0","bgst v ngakak gua 
bau memeq","SHIROE"
"5642","0","mana nih intro kiamat tod","Rehan HD"
"5643","0","intinya lu tetap semangat aja buat vidio bg 
gua selalu suport lu apapun yg terjadi bg lim","Rizky Fadila"
"5644","5","gw kasih tantangan lu nonton di samping ortu lu volumenya full apapun yg terjadi bg lim","Inferno Black"
"5645","0","intro legend","Giblar Senopati Esa"
"5646","0","meskipun toxic we suka karna we juga toxic h h","MakloGAMING"
"5647","0","kontol","Dream Gaming"
"5648","0","memek kok ngilu v","Rasya67 Bot"
"5649","0","kontol jembot v","UyeGaming 84"
"5650","0","sungguh disayangkan untuk para haters cuvluk

padahal channel ini sungguh mendidik 
adik saya mendapatkan juara di kelasnya karena giat dan rajin menonton channel yang mendidik ini

terimakasih ericko","rahul betran"
"5651","0","klo ada haters jangan didengerin bolehnya bikin lagu v fatfabs","d.o.p.e 72"
"5652","0","ericolim aku dukung kakak karna kakak adalah panutan bangsa cuma chenel kakak yg berfaedah wkwkwk","bakol galon Mokong"
"5653","0","konten unfaedah 
konten bangsat 
merusak anak bamgsa 
anak babi anak haram 
unsubs 
mamak kau ngelahirinnya ngilu ngila kali cukup ngilu sungguh ngilu 

 koment hate ah mana tau dibaca eric kontol 






merusak anak bangsa hhhhha haters money 
 bilangin sama mamak kau ya bos jangan beliin aku hp mak ntar memek mamak ngilu kalo liat anaknya gila 
haters anak yang mungkin kurang didikan sama orang tuanya sehingga tidak tau mana hiburan dengan example","Rinaldii A37f"
"5654","0","coba aja w ketemu haters haters nya soapers w sleding dah w baca aja kesel apalagi bang ericko","ZyrocPlayz"
"5655","0","hmmppsshh bau memek v","LTD Project"
"5656","1","katanya botak anjing","Choirul Dava"
"5657","0","erocolim aku dukung kakak karna kakak panutan bagi bangsa wkwkwk","bakol galon Mokong"
"5658","0","haters gak bisa membuat kata yg jelas kayak kehidupan para haters yg gak jelas","fajar anugrah"
"5659","0","kapan acara keagamaannya bang","BOCAH ACM"
"5660","0","oke sip mulai dri skrng gw hate erick supaya bsa dibales komennyyg gak jelas","Serlut"
"5661","0","terus berkarya bang colim 
gw dukung lu semoga amal ibadah mu di terima disisi memek","erna suhada"
"5662","0","skuy living rick","Yongky Asmello"
"5663","0","bodo amat bang gwe bukanya suka sama lu tapi gua nonton video lo buat hiburan doang  inget aja lah bang hanya pohon berbuah yg di lempari batu kayu tai jembut hate ah mana tau dibaca eric kontol 






merusak anak bangsa hhhhha haters money 
 bilangin sama mamak kau ya bos jangan beliin aku hp mak ntar memek mamak ngilu kalo liat anaknya gila 
haters anak yang mungkin kurang didikan sama orang tuanya sehingga tidak tau mana hiburan dengan example","Haise Re"
"5664","0","anti anti baper clubanya suka sama lu tapi gua nonton video lo buat hiburan doang  inget aja lah bang hanya pohon berbuah yg di lempari batu kayu tai jembut hate ah mana tau dibaca eric kontol 






merusak anak bangsa hhhhha haters money 
 bilangin sama mamak kau ya bos jangan beliin aku hp mak ntar memek mamak ngilu kalo liat anaknya gila 
haters anak yang mungkin kurang didikan sama orang tuanya sehingga tidak tau mana hiburan dengan example","mr gefenk"
"5665","0","haters nya kok gk komen lagi","nayla hayyunafalah"
"5666","0","wik wik wik wik wikwik wik","Linggar D"
"5667","12","dibelakang erickolim di lemari disebelah kiri itu golden play button bukan","Muhammad Hisyam"
"5668","1","ayok kita gerakan ubsubs erikolim dalam bulan ini 


setuju like bgst","BwaBwa Craft"
"5669","0","hal paling mustahil di channel ini adalah 

bang erick bagi nasi ke fakir miskin tunawisma","Ari Fauzi"
"5670","0","sukses terus ericko limm dan banyak subscriber","alfianmuh p"
"5671","0","hmmmm bau memek","erna suhada"
"5672","0","yang sabar bang namanya juga hidup orang gak suka yaudah kitakan punya hak masing buat hidup semangat bang jangan terpicu sama haters","Andre Athar"
"5673","14","woi heaters bisanya kok di koment temui aja erik kalok berani jancok kontol heaters kntl jembut","RTS gamer"
"5674","1","tetap semangat kami selalu support kakak juga keren ontol heaters kntl jembut","indozen 2049"
"5675","0","lo ganteng kalo lebih kurus bang
sumpah","player game"
"5676","0","gue suka banget ama orang inii","Inodzzz"
"5677","0"," suka banget ama orang inii","Toni Susanto"
"5678","0","langsung mencet tombol like gwe bngst","ALFIAN ROBIT NADIFI MASYHUDI"
"5679","0","teguh suganda kok ngegas","Manoek Manoek"
"5680","0","satria gaming g","King Jorgun"
"5681","0","ortu lo ga ngerti anjing memek kontol","Satria Gaming89"
"5682","0","ortu gak ngerti bahasa apaan lol v","King Jorgun"
"5683","0","udah biasa ae","Al Aqiil"
"5684","0","dua","Pretty Girl"
"5685","0","silver","King Jorgun"
"5686","0","antara golden ama silvier","Tasya Novia"
"5687","0","silver play button itu","Patrick Tentacles"
"5688","0","nga ada yg nanya dan nga ada yg perduli","Jekly Taurus"
"5689","0","anggita rumah mu di mana ketemuan a cok","RTS gamer"
"5690","0","nemu bocah kontoll","Anggita 21"
"5691","0","brati si erico lim harus menemui jutaan heaters dong situ sehat","dennon"
"5692","1","heaters pemanas","Stevie"
"5693","0","cyper gimana nemuinny","Derian Wijaya"
"5694","0","woy haters pada gapunya otak erik itu bilang dia ganteng hebat keran sogaya itu buat senaginlu konten kalau gasuka konten erik gausa sub lah haters kontol pada gapuya otak lu hina orang tapi dirilo gabisa apapa lu gejek erik tapi dia sukses lu hetes bisa ejek dong faedah untuk hiduplu gaada heter tolol sub erik juta dandia sukses atur dirilu dululah baru ejek orang dirilo aja belum beras gejek hina orang bodoh heters tolol","Febrian Febrian"
